gene_symbol,ac_total,n_variants,ac_nmd_triggering,n_triggering,ac_nmd_evading,n_evading,ac_synonymous_nmd_triggering,ac_synonymous_nmd_evading,n_synonymous_variants_nmd_triggering,n_synonymous_variants_nmd_evading,log_odds_t1,se_log_or_t1,ci_lower_t1,ci_upper_t1,z_score_t1,p_value_t1,n_rare_t2,n_common_t2,af_split_t2,ac_rare_triggering_t2,ac_rare_evading_t2,ac_common_triggering_t2,ac_common_evading_t2,n_rare_triggering_t2,n_rare_evading_t2,n_common_triggering_t2,n_common_evading_t2,log_odds_t2,se_log_or_t2,ci_lower_t2,ci_upper_t2,z_score_t2,p_value_t2,p_value_combined,p_value_fdr_t1,p_value_fdr_t2,p_value_fdr_combined
CERKL,86,12,86.0,12.0,0.0,0.0,92160.0,152412.0,253.0,81.0,5.656350633104076,1.41830113354634,2.8765314921209155,8.436169774087237,3.988116838742741,6.659986287900046e-05,6,6,6.58562e-06,6,0,80,0,6,0,6,0,2.5164550075229264,2.041143922925231,-1.4841135686733264,6.51702358371918,1.2328650514347423,0.2176261163082206,0.000175981444314365,0.0002451149592557027,0.4184920396478841,0.0006189692179332838
CETP,23,12,23.0,12.0,0.0,0.0,115451.0,10054.0,258.0,60.0,1.409317368840437,1.429217027287777,-1.3918965307350057,4.210531268415879,0.986076531368295,0.32409555909375376,6,6,6.57618e-06,6,0,17,0,6,0,6,0,0.990398704027877,2.052069445946947,-3.031583503803202,5.012380911858956,0.4826341067472247,0.6293555575302173,0.5282400392528184,0.4031432564336937,,0.6296550718305716
CFAP206,43,12,41.0,10.0,2.0,2.0,57472.0,3055.0,250.0,64.0,-0.12496063181520167,0.6514914150208512,-1.4018603414931072,1.1519390778627039,-0.19180702758946144,0.8478933659565295,6,6,6.57531e-06,4,2,37,0,4,2,6,0,3.7297014486341915,1.6275407487644937,0.5397801976844314,6.919622699583952,2.291617860545427,0.02192770393201877,0.09268297778057301,0.874849513429136,,0.15074179074106864
CFAP221,21,12,18.0,10.0,3.0,2.0,314610.0,106351.0,438.0,63.0,0.5804220437256333,0.582907300592538,-0.5620552717612046,1.7228993592124713,0.9957364458047131,0.3193782169631696,6,6,6.5722e-06,5,1,13,2,5,1,5,1,0.38711596943996784,1.1500256182185344,-1.8668928235667699,2.641124762446706,0.3366150834445201,0.7364070842043716,0.5755984171016868,0.39796866825777155,,0.6693659994822995
CFAP251,187,17,184.0,16.0,3.0,1.0,203822.0,704.0,542.0,61.0,-1.7026299697081715,0.5408869498891711,-2.762748911198668,-0.6425110282176751,-3.147848122527349,0.0016447712699854404,9,8,1.31397e-05,10,0,174,3,9,0,7,1,0.8646393354236912,1.5448893293625174,-2.1632881102270805,3.8925667810744624,0.5596772008131324,0.575699636202511,0.007539477800810315,0.004431572402904168,0.7221895304278471,0.017649793933700215
CFAP43,74,31,74.0,31.0,0.0,0.0,46399.0,243.0,776.0,59.0,-0.24598071382611408,1.4204052755918022,-3.029923897436736,2.537962469784508,-0.1731764293283323,0.8625127503752985,16,15,6.57428e-06,16,0,58,0,16,0,15,0,1.2656663733312759,2.019331591814499,-2.692150819469079,5.223483566131631,0.6267749083220123,0.5308067933299401,0.8155111955114029,0.8860922356373571,,0.8588126749190881
CFAP44,90,26,42.0,25.0,48.0,1.0,321450.0,138060.0,771.0,170.0,-0.9772112931688488,0.2101388173707219,-1.3890758069693037,-0.565346779368394,-4.650313090155428,3.314314967886816e-06,13,13,6.5773e-06,13,0,29,48,13,0,12,1,-3.7930104006019922,1.4589691346494793,-6.65253735907054,-0.9334834421334444,-2.599787967079421,0.009328137708682332,5.655219064406726e-07,1.4977347386526497e-05,0.07669802116027695,2.990982527397335e-06
CFAP45,50,16,50.0,16.0,0.0,0.0,41881.0,7608.0,288.0,59.0,2.9095423582394435,1.4212520146124257,0.1239395966440946,5.695145119834793,2.047168502366467,0.04064154289213958,8,8,1.3133e-05,9,0,41,0,8,0,8,0,1.4744016286301573,2.0320825631447423,-2.508407008745378,5.457210266005693,0.7255618720277055,0.46810740209320856,0.09440051933214123,0.07014078016693101,,0.15318629727988373
CFAP52,20,11,17.0,10.0,3.0,1.0,109026.0,2414.0,307.0,75.0,-2.2006608331809385,0.5859014246120551,-3.3490065239112763,-1.052315142450601,-3.756025742108529,0.0001726329445376695,6,5,6.58077e-06,6,0,11,3,6,0,4,1,-1.3753652905877003,1.58950211113404,-4.4907321817608015,1.7400016005854007,-0.8652805686470196,0.38688481333040836,0.0007088972070177555,0.0005897603942578757,0.5872713063887225,0.0022199675693450765
CFAP53,49,18,30.0,14.0,19.0,4.0,56165.0,1721.0,201.0,90.0,-3.0377944675551163,0.29097702626132704,-3.6080989593558828,-2.46748997575435,-10.439980456831211,1.6284422862699257e-25,9,9,1.31449e-05,9,1,21,18,8,1,6,3,-1.6955444874489929,0.9340746793069782,-3.526297217761471,0.13520824286348532,-1.8152129856543966,0.06949118486715178,6.873885922982966e-25,3.059757348412439e-24,0.2271552109772357,1.2915669865815363e-23
CFAP54,52,21,52.0,21.0,0.0,0.0,961901.0,130632.0,1498.0,84.0,2.6574363329252755,1.4209350138968255,-0.12754511868442364,5.442417784534975,1.870202582760926,0.061455691203162355,11,10,6.57298e-06,11,0,41,0,11,0,10,0,1.2833463918674481,2.0275731570725872,-2.690623972014997,5.257316755749893,0.6329470221041718,0.526768239594593,0.14342600623140736,0.10041044283537282,,0.21513900934711103
CFAP57,56,25,49.0,23.0,7.0,2.0,317912.0,43323.0,605.0,92.0,-0.10601132569278349,0.3918693420209164,-0.874061122699188,0.662038471313621,-0.2705272250849495,0.7867546748820581,13,12,1.31437e-05,15,0,34,7,13,0,10,2,-1.907930900990097,1.49225834546568,-4.8327035137321595,1.0168417117519652,-1.2785526760747992,0.20105462390375206,0.4498685719703084,0.8260924086261611,,0.5500105486075346
CFAP58,117,17,111.0,15.0,6.0,2.0,54470.0,2027.0,440.0,57.0,-0.4486333497122281,0.4041365369794668,-1.2407264070287227,0.3434597076042665,-1.1101034147155622,0.26695446595415195,9,8,1.97122e-05,13,3,98,3,8,1,7,1,1.9873668627336596,0.8097252186801426,0.40033459674676064,3.5743991287205583,2.4543719485149302,0.01411309189280731,0.0247955074205588,0.34529979835374003,,0.0495910148411176
CFAP61,141,16,140.0,15.0,1.0,1.0,189177.0,5605.0,679.0,82.0,1.0208049115070237,0.820955410876848,-0.5882381267248804,2.6298479497389278,1.2434352682038115,0.21370748072690826,8,8,6.57471e-06,7,1,133,0,7,1,8,0,3.977810745966149,1.675556813929065,0.6937797366145007,7.261841755317798,2.3740231980785285,0.01759544497177638,0.02475489793897613,0.28681793465979794,,0.0495910148411176
CFAP65,62,19,62.0,19.0,0.0,0.0,192465.0,110326.0,1083.0,144.0,4.271840971671896,1.419864169468986,1.4889583365738077,7.054723606769985,3.0086265035264033,0.002624315210051721,10,9,6.57194e-06,10,0,52,0,10,0,9,0,1.6094379124341003,2.02837021134844,-2.366094649122739,5.58497047399094,0.7934635913254525,0.4275077737057502,0.008742768514576713,0.0066681888255406725,0.6233610887532121,0.020212370788944466
CFAP69,46,13,40.0,11.0,6.0,2.0,324931.0,80552.0,387.0,75.0,0.43479455209146245,0.4225553262077865,-0.3933986687513732,1.2629877729342982,1.0289647890455353,0.3034962211807968,7,6,6.57808e-06,6,1,34,5,6,1,5,1,0.3698741630054616,1.0155375471036898,-1.620542854265919,2.3602911802768425,0.36421515291122586,0.7156973525712436,0.5488681201986773,0.3842133012820725,,0.6477551038377778
CFAP70,15,10,14.0,9.0,1.0,1.0,76731.0,116.0,409.0,43.0,-4.221492779724671,0.8626870274627441,-5.912328283481566,-2.5306572759677763,-4.893423275577168,9.90969575635489e-07,5,5,6.57108e-06,4,1,10,0,4,1,5,0,1.9459101490553135,1.7274625854492434,-1.439854303065649,5.331674601176276,1.1264557423391377,0.25997266373944505,4.166249879502384e-06,4.813280795943804e-06,0.45804707420759366,1.8947149133533132e-05
CFAP74,50,19,49.0,18.0,1.0,1.0,869508.0,304.0,1146.0,58.0,-4.460504739845441,0.8307550235739114,-6.0887546660260305,-2.8322548136648513,-5.369217896096893,7.907882914702561e-08,10,9,6.57851e-06,9,1,40,0,9,1,9,0,2.548622464174108,1.672310133493813,-0.7290451684551358,5.826290096803351,1.5240130482552845,0.1275054517200223,1.9573504592136917e-07,4.3769212411609526e-07,0.312045548721167,1.050788141262087e-06
CFAP91,20,10,19.0,9.0,1.0,1.0,257131.0,25612.0,389.0,75.0,0.25844224383965475,0.8473438796882857,-1.402321242869826,1.9192057305491355,0.30500278580489476,0.7603640305880337,5,5,6.57272e-06,4,1,15,0,4,1,5,0,2.3353749158170367,1.7185473569038319,-1.0329160094409762,5.70366584107505,1.3589238064550595,0.17417073417257778,0.40017026482889584,0.8066863563742288,,0.4934742125869286
CFHR1,84,10,72.0,4.0,12.0,6.0,110311.0,124101.0,100.0,67.0,1.875649514785759,0.30628455169432295,1.2753428244438898,2.4759562051276283,6.123878936792373,9.132429588554279e-10,5,5,1.47997e-05,2,4,70,8,2,3,2,3,2.7033332112240713,0.8683626421080494,1.00137370717225,4.405292715275893,3.1131385438938524,0.0018510909968244855,4.751307421555043e-11,5.874373627232211e-09,0.024905587957274898,3.5337848947815633e-10
CFHR4,79,18,61.0,13.0,18.0,5.0,253463.0,31056.0,253.0,86.0,-0.8981452594698833,0.26523642543111325,-1.417999100703009,-0.3782914182367577,-3.386206317665626,0.0007086608297975178,9,9,6.61227e-06,7,2,54,16,7,2,6,3,0.09622803209455388,0.7824883499404991,-1.4374209521109989,1.6298770163001066,0.12297695179982056,0.9021253492112308,0.005341445520594017,0.0021082659686476155,0.9335513369035374,0.013105814782488413
CFHR5,1117,19,29.0,15.0,1088.0,4.0,19512.0,2556.0,269.0,73.0,-5.640581767632462,0.18777489056103389,-6.0086137903330386,-5.272549744931885,-30.039063001339155,3.033752362506629e-198,10,9,6.57748e-06,8,2,21,1086,8,2,7,2,-5.146439296184982,0.7517174158504393,-6.619778357803362,-3.6731002345666024,-6.8462419356915785,7.581522034655521e-12,1.1072590804074364e-206,5.415247967074332e-196,1.1220652611290172e-09,1.976457458527274e-204
CFTR,137,22,133.0,20.0,4.0,2.0,177444.0,38501.0,727.0,203.0,1.8620633986719852,0.47931666725172783,0.9226199936688295,2.801506803675141,3.8848292285527086,0.00010240184110135962,11,11,6.57782e-06,10,1,123,3,10,1,10,1,1.6175680385173508,1.0274805173875319,-0.3962567703787927,3.631392847413494,1.5743053139636878,0.11541688184704066,0.00014591391461489002,0.00036741163088628527,0.29451204333382786,0.0005183210698260272
CHAT,21,12,19.0,10.0,2.0,2.0,327379.0,6978.0,401.0,101.0,-1.7941623207757642,0.6718842185311722,-3.111031190877701,-0.47729345067382756,-2.6703444898557676,0.007577346196186936,6,6,6.57177e-06,6,0,13,2,6,0,4,2,-0.8785504038913079,1.6210861260032507,-4.055820826695239,2.298720018912624,-0.5419517136065762,0.587851770342706,0.02856967475915922,0.01717531804469039,,0.05528115929008044
CHEK2,29,11,14.0,9.0,15.0,2.0,8989.0,304.0,264.0,67.0,-3.4518327959150703,0.369968862764664,-4.176958442335054,-2.7267071494950867,-9.33006299535745,1.0580800166377375e-20,6,5,6.58233e-06,6,0,8,15,6,0,3,2,-3.165723217890467,1.52840091000429,-6.16133395543712,-0.1701124803438141,-2.0712649391720013,0.03833404386375461,2.038434656430069e-20,1.4528252536141242e-19,0.1693563728906174,2.6952636012797573e-19
CIBAR1,15,11,14.0,10.0,1.0,1.0,15968.0,199.0,93.0,54.0,-2.1138755330379837,0.8606435606718777,-3.800705915481177,-0.42704515059479053,-2.4561567989746496,0.014043186859287356,6,5,6.58389e-06,6,0,8,1,6,0,4,1,-0.8303483020734304,1.7141061458778886,-4.189934613672852,2.529238009525991,-0.4844205850788564,0.6280874121941434,0.05054671918186124,0.029063291065307747,,0.09022589373962232
CILK1,21,10,13.0,7.0,8.0,3.0,60618.0,469.0,246.0,60.0,-4.398063585400409,0.44030393475902824,-5.261043439779377,-3.5350837310214396,-9.988699255679837,1.7080833412301963e-23,5,5,6.57566e-06,4,1,9,7,4,1,3,2,-0.8622235106038791,1.0618311448233937,-2.943374312120665,1.2189272909129067,-0.812015653154802,0.4167826496711138,3.865562724201544e-22,2.771753421905364e-22,0.6137694741425357,5.872365500170005e-21
CILP,57,16,0.0,0.0,57.0,16.0,5024.0,519395.0,211.0,526.0,-0.106592439521906,1.4204197458644092,-2.8905639843456843,2.6773791053018723,-0.07504291589317369,0.9401805661907183,8,8,1.31399e-05,0,9,0,48,0,8,0,8,-1.6302719993369423,2.0312266526893956,-5.611403083046007,2.3508590843721224,-0.8026046710141485,0.4222032676840377,0.7637074602706173,0.9494892846678541,,0.8224541879837417
CLCN1,19,11,19.0,11.0,0.0,0.0,345847.0,2094.0,459.0,115.0,-1.4431214189185706,1.4323974251745073,-4.250568783808512,1.3643259459713706,-1.007486744639154,0.31370092447178133,6,5,6.57298e-06,6,0,13,0,6,0,5,0,0.7308875085427924,2.0561907080619317,-3.2991722246045065,4.760947241690092,0.3554570622642743,0.7222472066511987,0.5629582110754427,0.3929516843383366,,0.6587377614169106
CLCN2,22,11,18.0,9.0,4.0,2.0,147019.0,1257.0,477.0,83.0,-3.34774627274256,0.5263822819238061,-4.379436587413229,-2.3160559580718907,-6.359914434253596,2.0186616817906111e-10,6,5,1.31409e-05,7,1,11,3,5,1,4,1,-0.419853845560264,1.0828992600668892,-2.5422973941764404,1.7025897030559125,-0.3877127458137982,0.6982286224175982,3.3380360518465597e-09,1.3922855580726328e-09,0.7949064316754194,2.090664685103898e-08
CNGA1,45,10,1.0,1.0,44.0,9.0,25415.0,14532.0,65.0,269.0,-3.9489957845972166,0.8302088497073619,-5.576175229670072,-2.3218163395243607,-4.7566293541549065,1.968521190501738e-06,5,5,1.31453e-05,1,6,0,38,1,4,0,5,-2.877468353060257,1.6871534744909384,-6.184228399454113,0.42929169333359907,-1.7055166566446895,0.0880981084452934,2.8731910223060695e-06,9.246869276435795e-06,0.2607704009980684,1.3310114386043882e-05
CNGB1,85,20,28.0,15.0,57.0,5.0,473472.0,9186.0,727.0,122.0,-4.644239678249081,0.22932507731771135,-5.093708570543658,-4.194770785954503,-20.25177417389404,3.426733834328671e-91,10,10,6.57091e-06,8,2,20,55,8,2,7,3,-2.219733566230142,0.7644903953918751,-3.7181072077250032,-0.7213599247352811,-2.903546701973037,0.0036896193737528567,2.717128717026003e-91,2.038906631425559e-89,0.043685093385233825,1.4923306953512046e-89
CNGB3,67,15,27.0,12.0,40.0,3.0,268539.0,28904.0,377.0,87.0,-2.6161166938232796,0.24717061905570797,-3.100562205208937,-2.131671182437622,-10.584254325283105,3.525767998207211e-26,8,7,1.33227e-05,9,1,18,39,7,1,5,2,-2.604356630321128,0.9226593815225964,-4.412735788103418,-0.7959774725388378,-2.8226631436005682,0.00476265835341814,1.090710478262555e-26,7.19256671634271e-25,0.05221284713376924,2.2250493756556124e-25
CNTNAP1,18,11,18.0,11.0,0.0,0.0,112067.0,273.0,645.0,87.0,-2.404637112804605,1.434475264470414,-5.216156967880185,0.4068827422709753,-1.676318283321783,0.09367586554010587,6,5,6.57428e-06,6,0,12,0,6,0,5,0,0.653926467406664,2.0576311996677523,-3.3789565774080756,4.686809512221403,0.3178054782179888,0.750632494968043,0.2569882112495366,0.14352911587046263,,0.3442581291410302
COG5,28,11,17.0,10.0,11.0,1.0,142621.0,540.0,400.0,86.0,-5.155601064346441,0.3820425751247785,-5.9043907521519445,-4.406811376540937,-13.494833822284273,1.6773293040377863e-41,6,5,6.57263e-06,6,0,11,11,6,0,4,1,-2.5649493574615367,1.5256995763663352,-5.555265578367571,0.42536686344449803,-1.681162790626395,0.09273129878920343,1.5128973507195755e-40,5.20701357862165e-40,0.26660361848730857,4.6965596017990306e-39
COG6,20,12,16.0,10.0,4.0,2.0,12927.0,135057.0,272.0,86.0,3.6456267725256772,0.5318957055278007,2.6031303461596655,4.688123198891689,6.854025581778513,7.180023328203981e-12,6,6,6.58276e-06,5,1,11,3,5,1,5,1,-0.10969891725642456,1.1050591187525962,-2.275574990799084,2.056177156286235,-0.09926972719817378,0.9209241138624137,1.7682560216503252e-10,5.512405006814669e-11,0.9464123596158369,1.2377792151552276e-09
COL17A1,18,13,18.0,13.0,0.0,0.0,964000.0,1658.0,908.0,50.0,-2.7542603212334154,1.433407843523556,-5.563688069696811,0.055167427229979804,-1.9214770825189453,0.054671588882815696,7,6,6.57549e-06,7,0,11,0,7,0,6,0,0.42744401482693967,2.054334406826811,-3.598977434755065,4.453865464408945,0.2080693451886361,0.8351748223227466,0.1865921127861977,0.09015130360815336,,0.2680619085097488
COL18A1,15,11,15.0,11.0,0.0,0.0,385315.0,36087.0,997.0,243.0,1.0658712702577677,1.4368529621134256,-1.7503087865642413,3.8820513270797767,0.741809564626577,0.45820272472534407,6,5,6.5754e-06,6,0,9,0,6,0,5,0,0.3794896217049037,2.0637609628396625,-3.6654075381605398,4.424386781570347,0.18388254673774782,0.8541055970208589,0.7584994627770789,0.5425484999235417,,0.819765123790469
COL4A2,22,13,22.0,13.0,0.0,0.0,1320585.0,1286.0,895.0,104.0,-3.1272426353325686,1.4301127593458303,-5.930212137481593,-0.32427313318354356,-2.1867105337645185,0.028763662143435658,7,6,6.5735e-06,7,0,15,0,7,0,6,0,0.7259370033829363,2.0488654085531315,-3.2897654065511452,4.741639413317018,0.3543117084960592,0.7231052940624614,0.10135102045985671,0.052390956046972095,,0.1633513061136291
COL4A3,38,17,38.0,17.0,0.0,0.0,502500.0,51770.0,770.0,53.0,2.071029275866392,1.4233746281431103,-0.718733731802196,4.86079228353498,1.455013483392065,0.14566552874903874,9,8,6.57376e-06,9,0,29,0,9,0,8,0,1.133098464739279,2.0344929252714254,-2.8544343955942546,5.120631325072813,0.556943919865492,0.577565745720713,0.2923882481862425,0.2084272295126526,,0.3806512642703173
COL7A1,57,36,57.0,36.0,0.0,0.0,155619.0,2944.0,1710.0,47.0,0.7774572265367485,1.4204708186060684,-2.0066144190212736,3.5615288720947706,0.5473236171790422,0.5841564212136581,18,18,6.57479e-06,18,0,39,0,18,0,18,0,0.758529939822797,2.0197451596056015,-3.200097830953285,4.717157710598879,0.37555725098057235,0.7072460767434756,0.7783449196003616,0.6630964781344227,,0.8304728336313049
COL9A1,18,11,13.0,7.0,5.0,4.0,178524.0,909.0,500.0,88.0,-4.381644534521063,0.506949072971805,-5.375246459541768,-3.3880426095003573,-8.64316509908039,5.467682294246738e-18,6,5,6.57151e-06,3,3,10,2,3,3,4,1,1.4350845252893227,1.0327955589886444,-0.589157573721333,3.4593266242999787,1.389514616711381,0.16467631934869764,3.83132320419413e-17,6.616822301851137e-17,0.35652407245386303,4.208561181222475e-16
COMP,29,14,29.0,14.0,0.0,0.0,17637.0,9249.0,369.0,49.0,3.4320796227360937,1.4262058464382334,0.636767529176693,6.227391716295495,2.406440578901898,0.016108824375879016,7,7,6.5716e-06,7,0,22,0,7,0,7,0,1.0986122886681098,2.043961295567452,-2.9074782364379246,5.104702813774145,0.5374917279747751,0.5909279973132592,0.05382557984761175,0.03230814776510567,,0.09465877835269652
COQ8B,36,12,16.0,8.0,20.0,4.0,125611.0,29150.0,231.0,125.0,-1.677786250282015,0.330800263292469,-2.326142852411621,-1.0294296481524086,-5.0719011937382925,3.938608828657175e-07,6,6,6.57566e-06,4,2,12,18,4,2,4,2,-0.9798287526781431,0.8696414642117039,-2.684294701995761,0.7246371966394749,-1.1267042718188693,0.25986753571781585,1.7496863610890313e-06,2.0378019591747994e-06,0.45804707420759366,8.441054471740326e-06
CORIN,54,22,53.0,21.0,1.0,1.0,232242.0,109862.0,580.0,86.0,2.8256640452999786,0.8278717675961477,1.2030651969940154,4.448262893605942,3.413166333120317,0.0006421273721566339,11,11,6.5722e-06,10,1,43,0,10,1,11,0,2.5199979695992707,1.668799948361663,-0.7507898265918906,5.790785765790432,1.510065944137443,0.1310265983203261,0.0008735882815172104,0.001959311725298447,0.3153160414863132,0.0027119218826229924
COX15,59,11,57.0,9.0,2.0,2.0,2361.0,2092.0,145.0,61.0,3.014556728956608,0.646755488005617,1.746939265661972,4.282174192251245,4.6610454566879955,3.1460722363646916e-06,6,5,6.57462e-06,4,2,53,0,4,2,5,0,4.085042169559787,1.625088862495608,0.8999265273912314,7.2701578117283425,2.513734641739216,0.011946028106520208,6.801299545277775e-07,1.4307615138626687e-05,0.08280333472174958,3.4936171764952025e-06
CP,17,10,17.0,10.0,0.0,0.0,159032.0,139.0,511.0,40.0,-3.4834512000799105,1.436773330747445,-6.299475182292558,-0.6674272178672629,-2.42449600471616,0.015329652002344757,5,5,6.57445e-06,5,0,12,0,5,0,5,0,0.8209805520698303,2.064417153052692,-3.2252027169801583,4.867163821119819,0.39768152035349597,0.6908649609747155,0.05875495165660739,0.03125651913452526,,0.1025697689066447
CPA6,125,11,124.0,10.0,1.0,1.0,29820.0,39797.0,175.0,93.0,4.707448627577439,0.8214362156403315,3.0974632293255118,6.317434025829367,5.730753694500621,9.998536364326685e-09,6,5,6.58111e-06,5,1,119,0,5,1,5,0,4.1771805678012495,1.6902227809734633,0.8644047912441293,7.48995634435837,2.47137869328412,0.013459320612153356,3.193282699876075e-09,5.949129136774378e-08,0.08853242002660874,2.0177025200986883e-08
CPAMD8,75,25,75.0,25.0,0.0,0.0,863609.0,42042.0,1221.0,84.0,1.9948401491863663,1.4188974510155876,-0.786147752559871,4.775828050932604,1.4059086142966448,0.15975126301523956,13,12,6.57661e-06,13,0,62,0,13,0,12,0,1.5324768712979722,2.022393155168914,-2.431340875413424,5.496294618009368,0.7577541821585018,0.4485981560006024,0.26055390992035404,0.22586614216412088,,0.3470811411998746
CPT1C,17,11,17.0,11.0,0.0,0.0,45643.0,521.0,422.0,74.0,-0.9165591522220291,1.434950281929365,-3.729010024409181,1.8958917199651228,-0.6387393094830212,0.5229925357311218,6,5,6.58007e-06,6,0,11,0,6,0,5,0,0.5705448584676129,2.0593209258358165,-3.465649988780267,4.606739705715492,0.2770548540102101,0.7817379866019185,0.774522133811596,0.6022849524387435,,0.8278574903315562
CR2,137,17,137.0,17.0,0.0,0.0,119174.0,262971.0,376.0,221.0,6.408227953382126,1.4167868297746795,3.6313767932530743,9.18507911351118,4.523071374400951,6.094867577010835e-06,9,8,1.31463e-05,10,0,127,0,9,0,8,0,2.496741107435003,2.025606386367548,-1.4733744566997165,6.466856671569722,1.232589472583726,0.21772896657356133,1.9285142075748226e-05,2.5749913905241042e-05,0.4184920396478841,7.779430193267928e-05
CSPP1,43,15,25.0,12.0,18.0,3.0,29865.0,1464.0,455.0,159.0,-2.6942823606840642,0.30657144466298275,-3.2951513509119246,-2.093413370456204,-8.788432215681135,1.51661498941577e-18,8,7,6.57964e-06,7,1,18,17,7,1,5,2,-1.5538680612792897,0.9545663471948459,-3.4247837226351443,0.3170476000765652,-1.6278261493772463,0.10356175416238063,6.957533589787433e-18,1.9336841115051065e-17,0.27639303028095624,8.012385456626173e-17
CTC1,187,14,8.0,6.0,179.0,8.0,312904.0,4201.0,620.0,71.0,-7.360565472208911,0.3513677497464908,-8.049233607040916,-6.671897337376906,-20.948324020970915,1.943515493628839e-97,7,7,6.57445e-06,4,3,4,176,4,3,2,5,-3.9205579078779835,0.8578021056970736,-5.601819140906868,-2.239296674849099,-4.570468971619078,4.86633972809394e-06,2.2312802999734018e-100,1.26151823859181e-95,0.0002880873119031612,1.4483037583463716e-98
CTU2,41,15,40.0,14.0,1.0,1.0,357916.0,39930.0,509.0,117.0,1.1026775899419032,0.8314961588319049,-0.5270249346520266,2.7323801145358333,1.326136721414272,0.18479441466663316,8,7,6.57791e-06,7,1,33,0,7,1,7,0,2.595254706956866,1.6822160224741223,-0.7018281113086355,5.892337525222368,1.5427594745768087,0.12288914553608056,0.10866328968727183,0.2552900378862141,,0.172412419637138
CUL7,34,19,29.0,17.0,5.0,2.0,356333.0,45538.0,671.0,306.0,-0.3776667969596179,0.46447955036106026,-1.2880299872226542,0.5326963933034184,-0.8130967158102892,0.41616260927497906,10,9,6.57333e-06,10,0,19,5,10,0,7,2,-1.7788560643921472,1.525889356519118,-4.769544247562617,1.2118321187783228,-1.1657831262746996,0.2437021411316196,0.3335175023132324,0.5002358636739647,,0.425643734317395
CYP21A2,533,10,531.0,9.0,2.0,1.0,118329.0,236523.0,227.0,95.0,6.051986928737515,0.6339512177071471,4.809465374076195,7.294508483398834,9.546455247181528,1.342099148268759e-21,5,5,6.57981e-06,5,0,526,2,5,0,4,1,2.9520653269015042,1.6073946363761609,-0.19837026933862711,6.102500923141635,1.836552928630443,0.06627592167880413,4.605236455330116e-21,1.9556301874773346e-20,0.226951588027313,6.447331037462162e-20
CYP24A1,24,17,21.0,16.0,3.0,1.0,148172.0,9348.0,287.0,76.0,-0.9478712663281676,0.5764890558756329,-2.0777690533259072,0.1820265206695717,-1.6442138088613667,0.1001320455585415,9,8,6.57229e-06,9,0,12,3,9,0,7,1,-1.671473303353553,1.5719343000294326,-4.752407917474421,1.4094613107673146,-1.0633226231670474,0.2876356691366171,0.13097003192585183,0.1511506987923861,,0.19981325383559445
CYP2C19,407,12,406.0,11.0,1.0,1.0,206108.0,142455.0,312.0,83.0,5.232745761955422,0.8180089014285767,3.6294777761222363,6.836013747788607,6.396930097969492,1.5853185644820418e-10,6,6,6.57315e-06,5,1,401,0,5,1,6,0,5.389071729816501,1.688483197579933,2.079705474058804,8.698437985574198,3.1916644107211387,0.0014145557953636192,6.7558216440555444e-12,1.1097229951374292e-09,0.020935425771381563,5.419838936916471e-11
CYP2C8,128,13,127.0,12.0,1.0,1.0,46631.0,307.0,221.0,68.0,-0.5789052136801978,0.8232759447314487,-2.1924964146920254,1.0346859873316299,-0.7031727543904319,0.48194809634548275,7,6,1.96951e-05,11,1,116,0,6,1,6,0,3.4141565263046605,1.6619888325114949,0.15671827187435827,6.671594780734963,2.0542596072353856,0.03995057197270023,0.09530840510116538,0.5613555314692898,,0.15430884635426775
CYP3A5,96,12,63.0,11.0,33.0,1.0,9009.0,1042.0,209.0,31.0,-1.5171634344262874,0.21603010051716928,-1.940574651016507,-1.093752217836068,-7.022926114436117,2.1726912286769305e-12,6,6,1.31458e-05,7,0,56,33,6,0,5,1,-2.1853550017808354,1.4767813631835411,-5.079793286660541,0.7090832830988707,-1.4798094398143007,0.1389241087509112,9.003525655407817e-12,1.869037996717263e-11,0.326361398335474,6.987518823870849e-11
DCT,75,13,65.0,10.0,10.0,3.0,5030.0,310.0,262.0,69.0,-0.9544158748808438,0.3375272879690729,-1.6159572030997063,-0.2928745466619814,-2.827670262228681,0.0046888074386754065,7,6,1.32293e-05,8,1,57,9,6,1,4,2,0.06589209380870331,0.9523487742065714,-1.8006772043570445,1.932461391974451,0.069189036194854,0.9448391500433729,0.028438660702626756,0.011211193359775147,,0.055177184080639964
DDHD2,16,11,16.0,11.0,0.0,0.0,30513.0,436.0,285.0,29.0,-0.7506285508715438,1.43629028532886,-3.565705781460867,2.0644486797177795,-0.5226161859750212,0.6012413744818454,6,5,6.57505e-06,6,0,10,0,6,0,5,0,0.4795730802618863,2.061330698622676,-3.5605608492653475,4.51970700978912,0.23265217977024438,0.8160315052693503,0.8399918063230627,0.6771077939748228,,0.8781173495090289
DDX11,45,17,45.0,17.0,0.0,0.0,383604.0,1315.0,535.0,38.0,-1.1645357458951757,1.4222309222015959,-3.952057131109491,1.6229856393191398,-0.8188091875350937,0.412895288253155,9,8,1.31449e-05,12,0,33,0,9,0,8,0,0.9858167945227654,2.027276682218946,-2.9875724893242204,4.959206078369752,0.4862763939275148,0.6267712137728956,0.6086075602547456,0.4979282506361432,,0.6986266849226501
