gene,n_ptc_trig,n_ptc_evad,n_syn_trig,n_syn_evad,log_or,se,ci_lower,ci_upper,z,p_value,category,use_ai_filter
PCDHGA2,0,15,7,337,0.3726752852851735,1.483513540662354,-2.5349578249905376,3.2803083955608843,0.2512112461870639,0.8016507901064281,Other Genes,True
RFX2,12,1,120,16,0.13197416417591626,0.9030899636578015,-1.6380496393929609,1.9019979677447933,0.14613623170096912,0.8838138446688835,Other Genes,True
TYW5,7,3,10,15,1.15160481880862,0.7607902755148571,-0.3395167209888048,2.642726358606045,1.513695503046859,0.13010308603804507,Other Genes,True
UNC13B,16,45,166,224,-0.7154715472885593,0.305031853376821,-1.313322994044631,-0.11762010053248773,-2.345563387456135,0.01899834783751656,Other Genes,True
TOPAZ1,10,30,83,107,-0.8137072107389806,0.38639792179770305,-1.5710332211636029,-0.05638120031435834,-2.1058788488127362,0.03521487739197991,Other Genes,True
TSHZ2,0,26,0,357,2.601990629141886,2.010107721455198,-1.337748109956173,6.541729368239945,1.2944533277341974,0.1955088806364721,Other Genes,True
ZNF440,0,31,0,60,0.6526558192052084,2.0120325438138087,-3.290855502392365,4.596167140802782,0.32437637314160883,0.745653105038664,Other Genes,True
THSD7A,52,36,202,137,-0.023615060430835604,0.24218975659440511,-0.4982982607803917,0.45106813991872047,-0.09750643777384738,0.9223242219897158,Other Genes,True
SLC16A14,2,12,28,105,-0.30063104679258407,0.7242695577504468,-1.7201732950822126,1.1189112014970444,-0.4150817103597899,0.6780820879129692,Other Genes,True
PRUNE2,6,45,71,371,-0.29805873459746146,0.4387504756129236,-1.157993864998611,0.5618763958036881,-0.6793354108188276,0.49692536441909096,Other Genes,True
TOM1L2,10,1,70,14,0.36444608866361905,0.919268555053017,-1.4372871713604702,2.166179348687708,0.3964522518042623,0.6917714257163327,Other Genes,True
C4orf50,6,28,84,261,-0.348419161231164,0.4523187863103072,-1.234947691930235,0.5381093694679069,-0.7702955786411572,0.4411245784896638,Other Genes,True
FAM114A2,11,1,55,11,0.4628459418778556,0.9266054867973454,-1.353267440122146,2.2789593238778574,0.49950701617103954,0.6174222452488471,Other Genes,True
CEMIP,11,2,177,8,-1.5128481419241504,0.7811769219450618,-3.0439267744903287,0.018230490642027863,-1.9366267735576361,0.05279098274623282,Other Genes,True
KIR3DL2,70,11,476,239,1.1253513682057317,0.32774215495323805,0.48298854828183946,1.7677141881296239,3.433648528875682,0.0005955158351486158,Other Genes,True
SNTG1,30,6,97,27,0.2802581333804987,0.4829628202171489,-0.6663316001170063,1.2268478668780036,0.5802892513640895,0.561719574643702,Other Genes,True
LILRB5,7,3,107,26,-0.6382060625286442,0.6827047631924199,-1.9762828104597334,0.6998706854024451,-0.9348199938496199,0.34988107387982914,Other Genes,True
LDAH,12,6,13,10,0.40261203912575794,0.6349474963792858,-0.8418621858515187,1.6470862641030346,0.634087135427112,0.5260239578791712,Other Genes,True
CHD6,53,13,188,133,1.0319954394098159,0.32490204577847626,0.39519913118061845,1.6687917476390133,3.176327920426355,0.001491522480034783,Other Genes,True
CNTNAP3B,16,2,567,13,-1.8514814148787941,0.732422179632471,-3.287002508436763,-0.41596032132082494,-2.5278882403695997,0.01147508731889715,Other Genes,True
GOLGB1,8,117,58,190,-1.445746729758998,0.38535835017219994,-2.2010352172382843,-0.6904582422797116,-3.7516943102775806,0.0001756435456872833,Other Genes,True
CYP4X1,13,2,67,15,0.2151113796169455,0.7439119692014284,-1.2429292876861242,1.6731520469200152,0.2891624123857859,0.7724570942896293,Other Genes,True
BTLA,10,3,12,12,1.0986122886681098,0.7354946505260123,-0.34293073718474787,2.5401553145209674,1.4937053422243145,0.13525265161794897,Other Genes,True
MPP5,10,4,38,4,-1.2992829841302609,0.7521014330903549,-2.773374705708318,0.17480873744779601,-1.7275369078763203,0.08407128267635898,Other Genes,True
ZNF337,1,50,0,67,1.3887665502652797,1.643558171066513,-1.8325482715216068,4.610081372052166,0.8449755991076983,0.3981244629508415,Other Genes,True
ESPL1,24,12,132,71,0.05605927751611087,0.377292340669602,-0.6834201218391257,0.7955386768713474,0.1485831316284325,0.8818825842567893,Other Genes,True
PCDHGB5,1,16,7,251,1.1146446961991585,0.9298291261017875,-0.7077869027366972,2.9370762951350144,1.1987629392426018,0.2306201369937747,Other Genes,True
SUGP1,18,1,59,7,0.44123233196679545,0.9331992160000616,-1.3878045217943398,2.2702691857279307,0.47281686954049723,0.6363438375734537,Other Genes,True
CNTLN,36,0,95,35,3.3008658901430765,1.4373717259452967,0.48366907489411837,6.118062705392035,2.296459454823519,0.021649624869452197,Other Genes,True
ZNF385D,7,6,108,50,-0.6216759930585267,0.562314909316175,-1.7237929632881361,0.4804409771710827,-1.1055655518978504,0.2689146068913607,Other Genes,True
ZBTB38,0,12,0,143,2.4406063908914204,2.02162524744696,-1.5217062843414961,6.402919066124337,1.2072496591411177,0.2273360112247238,Other Genes,True
EML5,46,3,156,10,-0.11499140871878755,0.6394118654312683,-1.3682156362516449,1.1382328188140698,-0.1798393413316291,0.8572786971921251,Other Genes,True
AOC2,3,11,16,56,0.04129619037202385,0.671547454096674,-1.2749126335670224,1.3575050143110703,0.061494076286199385,0.9509657319187127,Other Genes,True
KIAA1524,14,3,66,6,-0.9040140898290563,0.723576914216299,-2.3221987817376304,0.514170602079518,-1.2493683422835393,0.21153038184500228,Other Genes,True
SAGE1,12,1,120,14,0.0027624326959100796,0.9077064167971756,-1.7763094527624572,1.7818343181542775,0.00304331074980969,0.997571793087239,Other Genes,True
LILRA5,7,6,34,28,-0.047954393122035865,0.5926657689829147,-1.2095579551982845,1.1136491689542127,-0.080913046833009,0.9355111041154547,Other Genes,True
DFNB59,10,4,18,12,0.45525577261118,0.6719481910939054,-0.8617384814097123,1.7722500266320722,0.6775161815229258,0.49807850682199584,Other Genes,True
CEACAM7,16,1,21,13,1.9325320231091372,0.920792283446043,0.12781231031249596,3.7372517359057786,2.098770871402921,0.03583710375165112,Other Genes,True
URB2,2,11,38,145,-0.19653845817724058,0.7209739245956357,-1.6096213841771831,1.2165444678227022,-0.27260134031542244,0.785159681528301,Other Genes,True
RP11-561N12.2,0,24,7,93,-1.36876188235825,1.4781220677027054,-4.265827899809428,1.528304135092928,-0.9260141041568896,0.354438650556407,Other Genes,True
C9orf135,9,3,9,28,2.097141118779237,0.7289227125025018,0.6684788547610889,3.5258033827973847,2.877041808149227,0.004014224066462534,Other Genes,True
DRC7,14,4,125,9,-1.4109427073150889,0.6359394820644322,-2.657361188508432,-0.1645242261217461,-2.218674492004783,0.026508877609132404,Other Genes,True
MTCH2,185,46,196,154,1.1431342344826634,0.1961065076869174,0.758772542282378,1.5274959266829486,5.829149924528098,5.571043571710224e-09,Other Genes,True
SRSF12,5,11,2,14,1.0202589744215944,0.8589180524349757,-0.6631894740222435,2.703707422865432,1.1878420432883299,0.23489564680954622,Other Genes,True
NUP58,10,4,45,9,-0.719122666963206,0.6668594284653072,-2.0261431295061727,0.5878977955797606,-1.078372196998363,0.2808676894701547,Other Genes,True
ZNF140,0,10,0,29,1.0330150061822965,2.032027657371533,-2.949686017855205,5.015716030219798,0.5083666073317729,0.6111962664207957,Other Genes,True
GAL3ST2,3,11,23,78,0.016514136764413014,0.6541886978891966,-1.2656721501915664,1.2987004237203925,0.025243690112191606,0.9798605883773396,Other Genes,True
ZNF680,0,10,1,57,0.6017974019717174,1.6671220909857165,-2.6657018541913944,3.8692966581348287,0.36097980179477657,0.7181145463266299,Other Genes,True
CDKL3,6,4,38,2,-2.366642729294266,0.8955682006650315,-4.121924148297068,-0.6113613102914641,-2.642615858330882,0.008226831366376306,Other Genes,True
USP17L11,0,58,0,193,1.1962507582320256,2.0055577717309334,-2.734570243275007,5.127071759739058,0.5964678630023106,0.5508627166419497,Other Genes,True
TFIP11,7,5,37,53,0.6654956492294353,0.6004246585569488,-0.5113150569719436,1.8423063554308141,1.1083749472063273,0.26769991990129893,Other Genes,True
PTGS1,10,5,72,52,0.32385377266200144,0.5566839314657572,-0.7672266837830464,1.4149342291070492,0.5817552013928075,0.5607315832673596,Other Genes,True
PADI2,9,2,96,23,-0.0775415204624869,0.7471138090576406,-1.5418576785679974,1.3867746376430234,-0.10378809697051723,0.9173375126935536,Other Genes,True
TTF2,16,5,59,47,0.8733656871571212,0.5294181680791333,-0.16427485503915307,1.9110062293533954,1.6496707892098204,0.0990102877903244,Other Genes,True
DCAF10,5,5,18,23,0.23922968906583406,0.6784125656116486,-1.0904345061924137,1.5688938843240818,0.3526315713951251,0.7243646656318532,Other Genes,True
ZNF614,0,20,0,65,1.161625256496844,2.0159483285484767,-2.78956086215189,5.112811375145578,0.57621777306824,0.5644679934768926,Other Genes,True
SMG1,69,1,314,19,1.055292033891788,0.8576227943541525,-0.625617755362952,2.736201823146528,1.2304850580452373,0.21851551894103738,Other Genes,True
KIAA1462,0,26,27,239,-1.8059245013736775,1.4416222982337321,-4.631452285221653,1.019603282474298,-1.2527029469412942,0.21031383310760232,Other Genes,True
GREB1,30,9,349,84,-0.2533171423038659,0.3908268069059583,-1.0193236080323342,0.5126893234246024,-0.6481570297321486,0.5168833911768662,Other Genes,True
SLC4A7,29,0,95,7,1.5333142169612997,1.4757041853320605,-1.35901283812456,4.42564127204716,1.0390390108003087,0.29878659360028914,Other Genes,True
GOLGA6B,1,9,133,132,-1.853345522912358,0.887111960846456,-3.5920530164261186,-0.11463802939859757,-2.0891900963030086,0.03669061458512421,Other Genes,True
AGO3,14,1,58,14,0.8738054365070823,0.9064721276704775,-0.9028472867164473,2.650458159730612,0.9639628288987279,0.3350645621513475,Other Genes,True
ZFP91,20,5,26,33,1.5500774997447815,0.5460634257559467,0.47981285198856427,2.620342147500999,2.838640030869896,0.004530623535590414,Other Genes,True
CANX,14,2,40,7,0.07145896398214505,0.7918271330280392,-1.4804936987344182,1.6234116266987082,0.09024566221780964,0.9280919991344426,Other Genes,True
TRPV5,20,10,156,38,-0.7333481397055845,0.41997902968461026,-1.556491912149499,0.0897956327383298,-1.7461541835941277,0.08078416367669396,Other Genes,True
GOLGA4,27,41,56,80,-0.05749087629200457,0.30096760157614977,-0.6473765358946585,0.5323947833106494,-0.1910201496470989,0.84850980669094,Other Genes,True
RNF219,4,19,13,55,-0.05264373348542203,0.6046456529210853,-1.2377274366194548,1.132439969648611,-0.08706542953066226,0.9306195042415404,Other Genes,True
ACE2,11,0,49,18,2.1512922784387842,1.4701063213234629,-0.730063164799871,5.0326477216774395,1.463358294046436,0.14336936438734196,Other Genes,True
QRFPR,6,4,44,37,0.19657652392948802,0.6520789467904958,-1.081474726856694,1.4746277747156702,0.30146123394571944,0.7630628066403584,Other Genes,True
SPATA18,18,3,75,10,-0.3077496355025902,0.6695158460552056,-1.6199765808496565,1.0044773098444761,-0.45965997267406633,0.6457603045963323,Other Genes,True
E2F7,17,4,43,64,1.7520277698602826,0.5637884896671783,0.6470226352143806,2.857032904506185,3.1075976221056916,0.0018861467973174506,Other Genes,True
EPS15,11,0,62,7,1.0152306797290584,1.4954229686187328,-1.9157444804176291,3.946205839875746,0.6788919931240521,0.49720629936582605,Other Genes,True
NECTIN3,5,5,28,37,0.27443684570176036,0.65221986293065,-1.0038905956439645,1.5527642870474851,0.42077351718271877,0.673920471625757,Other Genes,True
RECK,14,1,74,16,0.7612447968393854,0.8998116821346858,-1.002353693013002,2.5248432866917727,0.8460045717937685,0.3975501938611674,Other Genes,True
ANKRD18A,6,12,71,32,-1.4423838277709342,0.5278270536846313,-2.4769058430587014,-0.4078618124831672,-2.732682642357958,0.006282083043361569,Other Genes,True
UMODL1,17,1,231,11,-0.5454970653357804,0.9028209678426283,-2.3149936467949264,1.2239995161233654,-0.6042139967565159,0.5457013764095543,Other Genes,True
ZNF318,4,34,34,188,-0.3387432444102886,0.5343203875043271,-1.3859919601242554,0.7085054713036781,-0.6339702776314994,0.5261002195314148,Other Genes,True
MYO19,30,2,117,17,0.5971984990844657,0.7060031024624688,-0.7865421547155147,1.980939152884446,0.8458865081491803,0.39761605974153724,Other Genes,True
MROH7,15,5,170,75,0.22148929121818328,0.5152130109016259,-0.7883096545154457,1.231288236951812,0.4298984818542833,0.6672694898631912,Other Genes,True
LRRC1,12,3,47,23,0.5692363859224052,0.6552252351539849,-0.7149814767411928,1.8534542485860033,0.8687644421824331,0.3849759856590129,Other Genes,True
JAKMIP1,27,5,166,108,1.181192775994116,0.4831194614684606,0.234296031285547,2.128089520702685,2.4449289879646625,0.014488066513831667,Other Genes,True
ZNF566,0,10,1,46,0.3894647667617233,1.6683555191411834,-2.880451964163621,3.6593814976870673,0.23344231028300697,0.8154179617171317,Other Genes,True
C14orf105,5,6,10,32,0.9628107475090479,0.6794642460583645,-0.3689147035480078,2.294536198566104,1.4170145862632255,0.1564786629343511,Other Genes,True
ERP44,6,4,27,8,-0.8063950610509375,0.728065293263964,-2.2333768142418995,0.6205866921400244,-1.1075861856232923,0.26804057219296595,Other Genes,True
JAKMIP3,14,1,128,79,1.788511658643376,0.8694785226948175,0.08436506883044159,3.4926582484563102,2.0569934874298608,0.03968685232547778,Other Genes,True
LTK,20,2,159,23,0.1890906531954214,0.7054100026018406,-1.193487546238492,1.571668852629335,0.2680577997164454,0.78865482836294,Other Genes,True
ARMCX5,0,14,0,36,0.923163611161917,2.0239473257758838,-3.043700253964971,4.890027476288805,0.45612037398652194,0.6483034200474334,Other Genes,True
GOLGA6L22,0,16,11,226,-0.516109651912596,1.466962028609711,-3.3913023946754457,2.3590830908502536,-0.35182209344691107,0.7249716883906194,Other Genes,True
WDR54,8,2,24,12,0.5508309583796898,0.7990390386921916,-1.0152567796985126,2.1169186964578923,0.6893667664614352,0.4905924916730805,Other Genes,True
RPH3A,22,5,95,11,-0.708011995145531,0.568937915936562,-1.8231098198204694,0.4070858295294073,-1.2444450884944644,0.21333579720266183,Other Genes,True
OR4A5,0,18,0,109,1.7781538171722764,2.015734723158129,-2.172613642604473,5.728921276949026,0.8821368192667607,0.37770282339630923,Other Genes,True
ERVFRD-1,0,16,0,55,1.213022639845854,2.0195603676602683,-2.745242945372742,5.171288225064449,0.6006369798448675,0.548081801928995,Other Genes,True
KCTD9,8,2,17,10,0.712949807856125,0.8185523875748466,-0.891383391249846,2.317283006962096,0.8709886119426101,0.3837603711526062,Other Genes,True
CLNK,10,1,41,16,1.0235771027251956,0.9201126061808909,-0.7798104671106367,2.826964672561028,1.1124476459177695,0.2659457284514668,Other Genes,True
RBM5,23,1,69,11,0.9525555958404068,0.9003137614764043,-0.8120269514391303,2.7171381431199437,1.0580262532901112,0.2900434735935168,Other Genes,True
ZCCHC5,0,13,0,107,2.0748011621233338,2.020736598286741,-1.8857697927606614,6.035372117007329,1.0267548793259007,0.30453590058801083,Other Genes,True
GBP1,12,4,68,11,-0.7628354623669938,0.635434720571152,-2.0082646292127246,0.48259370447873706,-1.200493831500629,0.22994760688539695,Other Genes,True
BMP2K,22,11,62,70,0.7916144269170372,0.40197681941462177,0.003754338244417399,1.579474515589657,1.9693036729576217,0.04891822967111861,Other Genes,True
RXFP2,20,4,73,46,1.0585143957426082,0.5532752737544459,-0.02588521435264468,2.142914005837861,1.9131785676227366,0.05572519629070383,Other Genes,True
LRRC53,0,46,0,253,1.6959115104379272,2.006352448977903,-2.236467029852499,5.628290050728353,0.8452709848171871,0.3979595572254878,Other Genes,True
PRSS35,0,16,0,107,1.8741304666611827,2.017401394414968,-2.079903608753039,5.828164542075404,0.9289824384228045,0.3528981875624335,Other Genes,True
FOLH1,16,0,272,32,1.3701090366988733,1.447427033099055,-1.4667958184249394,4.207013891822686,0.9465824565714805,0.3438515869429033,Other Genes,True
PNMA5,0,14,0,74,1.6366504759589853,2.020492102442701,-2.3234412758763217,5.596742227794293,0.8100256734388295,0.41792542040103065,Other Genes,True
CYP20A1,14,0,16,12,3.0896640933881945,1.4864627737846112,0.17625059241084706,6.003077594365542,2.0785344563468278,0.03766016073111037,Other Genes,True
SLC5A12,8,4,65,32,-0.06482128658551774,0.6212130772830701,-1.2823765447856323,1.1527339716145968,-0.10434630073954548,0.9168945357525569,Other Genes,True
FAM200B,0,13,0,41,1.123003741792269,2.024393849925514,-2.8447352945861217,5.090742778170659,0.5547357999697485,0.5790753853399373,Other Genes,True
AOC3,3,12,15,106,0.6543392854113914,0.6630385253573476,-0.6451923446515573,1.95387091547434,0.9868797368278597,0.3237015989925115,Other Genes,True
ATP8A1,27,0,120,20,2.236108318446124,1.4468734842256374,-0.5997116008221073,5.071928237714355,1.5454760508261596,0.12223115741701218,Other Genes,True
GLS2,15,1,61,6,0.08813991790615584,0.9493624766898598,-1.772576344679716,1.948856180492028,0.09284116453967416,0.9260297476458127,Other Genes,True
ZNF763,0,13,0,39,1.0736109864626924,2.0246951695922717,-2.894718625610377,5.041940598535762,0.5302580865439085,0.5959330024812819,Other Genes,True
ACIN1,15,11,73,89,0.4954462076180152,0.41982291183998177,-0.32739157947308334,1.3182839947091138,1.180131416474139,0.23794795118298995,Other Genes,True
ERVW-1,0,130,0,515,1.3737640766942665,2.002399235781553,-2.5508663081081053,5.298394461496638,0.6860590296610232,0.49267588527051887,Other Genes,True
INPP5D,22,4,173,81,0.8538633332940035,0.5335731384522466,-0.19192080119040367,1.8996474677784108,1.6002742112746404,0.1095377652555471,Other Genes,True
FAM92A,10,1,13,3,0.5959834321062976,1.059100147149986,-1.4798147123287462,2.671781576541341,0.5627262291579085,0.5736213207979257,Other Genes,True
HEPACAM2,10,2,59,18,0.2668789448220177,0.7523954226211275,-1.2077889856481852,1.7415468752922205,0.3547056996868599,0.7228100805157148,Other Genes,True
CSK,2,10,62,24,-2.371577964480997,0.7430036485567938,-3.8278383560341687,-0.9153175729278256,-3.1918792984227427,0.001413503871800796,Other Genes,True
CLEC14A,0,23,0,177,2.021970187765357,2.012010684441378,-1.9214982902495272,5.965438665780241,1.0049500250674586,0.3149209144825309,Other Genes,True
NARFL,9,1,59,22,0.8733656871571212,0.9127874844096645,-0.9156649078247374,2.66239628213898,0.9568116369627494,0.33866233755288444,Other Genes,True
NEFM,0,15,7,193,-0.1836127125575745,1.4842565213001162,-3.09270203812451,2.725476613009361,-0.12370685924070672,0.9015473804935995,Other Genes,True
FPR3,0,11,0,77,1.9079309009900969,2.024811039960416,-2.060625812831411,5.876487614811604,0.9422760264223944,0.3460513387894937,Other Genes,True
ANKEF1,14,5,49,74,1.3782270129989727,0.5332996700294569,0.33297886677414223,2.423475159223803,2.5843387694630415,0.00975659095115958,Other Genes,True
CROCC,43,3,413,11,-1.0623125094952712,0.6309339845706151,-2.298920395876027,0.17429537688548447,-1.6837142006516461,0.09223691558450474,Other Genes,True
KIAA0232,1,10,12,94,0.0769610411361284,0.923302102503169,-1.7326778266201923,1.886599908892449,0.0833541274599927,0.9335699625052898,Other Genes,True
UHRF1BP1,15,8,79,51,0.16659864643833436,0.46277346503029326,-0.7404206780218466,1.0736179708985154,0.36000043007528265,0.7188468119446239,Other Genes,True
PRKAR2B,9,6,39,16,-0.4934506692956376,0.5873940994282747,-1.6447219489063956,0.6578206103151205,-0.8400674602893107,0.4008705634434201,Other Genes,True
ACOD1,1,9,10,82,0.21559634567882682,0.9377041814563433,-1.6222700781282176,2.053462769485871,0.2299193604362362,0.8181544318482783,Other Genes,True
INSC,13,1,97,15,0.35821222325761887,0.9030577390341157,-1.411748421209419,2.1281728677246567,0.39666591378836114,0.6916138392428797,Other Genes,True
ZNF266,3,18,9,51,0.025282245474284166,0.6815049327710195,-1.3104428780433048,1.3610073689918734,0.03709767055021274,0.9704071293832419,Other Genes,True
PRDM14,9,10,47,81,0.439789850649239,0.48355333042187415,-0.5079572615820309,1.3875369628805088,0.9094960637858622,0.3630883346262366,Other Genes,True
IL9R,5,13,111,43,-1.8392052460114936,0.5365159564307973,-2.8907571977469173,-0.7876532942760701,-3.4280532087934725,0.0006079262953691163,Other Genes,True
PYGB,9,1,138,24,0.11362948242161888,0.9055199432914296,-1.6611569937123354,1.888415958555573,0.12548534492635546,0.9001393263840108,Other Genes,True
MTF2,10,6,26,16,0.005788728176244745,0.5894286714666275,-1.149470239353637,1.1610476957061264,0.009820913804279529,0.9921641704642064,Other Genes,True
RFPL1,0,10,6,60,-0.8136812495882186,1.505195394194416,-3.7638100119048437,2.136447512728407,-0.5405818093296137,0.5887958588165874,Other Genes,True
CPXM1,17,3,115,53,0.8398490363742129,0.6084461687776481,-0.35268354096135657,2.0323816137097825,1.3803177330567253,0.16748883735668063,Other Genes,True
PIP5K1B,12,0,60,5,0.8209805520698303,1.5094194604012552,-2.137427227880512,3.7793883320201727,0.5439048413034145,0.5865069572851154,Other Genes,True
TGS1,7,6,30,23,-0.11762541882257936,0.6020959756672938,-1.29771184636698,1.0624610087218211,-0.19535991532283023,0.8451111948965685,Other Genes,True
ZNF888,0,12,0,305,3.1962211343033946,2.020711093259563,-0.7642998316459075,7.156742100252696,1.5817308792755935,0.11371102022659715,Other Genes,True
PRAMEF13,0,10,2,54,0.03738753207162041,1.5854295061879309,-3.0699972000838467,3.1447722642270874,0.023581958028216887,0.9811860635577064,Other Genes,True
UTP14A,9,6,41,20,-0.32577891938738635,0.576182423445854,-1.455075717866267,0.8035178790914943,-0.5654093324108506,0.571795378343696,Other Genes,True
TBC1D10B,9,8,33,64,0.7663454200809303,0.5179428915970516,-0.24880399349782434,1.781494833659685,1.4795944350504389,0.13898151251761592,Other Genes,True
SLC38A9,6,5,47,9,-1.4423838277709342,0.679691198367332,-2.7745540971797746,-0.11021355836209379,-2.122116383492453,0.03382796591897044,Other Genes,True
TTC22,7,8,22,103,1.4008931605410433,0.5523465147442315,0.31831388465612775,2.483472436425959,2.5362578076368205,0.01120442147710413,Other Genes,True
PIGR,16,1,83,72,2.25663520280219,0.8677798560840155,0.5558179383681681,3.9574524672362115,2.6004696778576872,0.009309624595506685,Other Genes,True
CCDC149,6,5,50,36,-0.1576069910297022,0.6187597079127956,-1.370353733623305,1.0551397515639005,-0.2547143729855054,0.7989437142897201,Other Genes,True
STXBP5L,48,4,140,7,-0.5528180670643722,0.6191054433446749,-1.7662424386526379,0.6606063045238934,-0.8929303933717823,0.37189444961070073,Other Genes,True
SYTL3,14,3,72,21,0.20585205420414882,0.6441929325217078,-1.0567428926336397,1.4684470010419375,0.31955031452819,0.7493092441118689,Other Genes,True
TGM4,13,3,104,24,-0.10058723690516869,0.6404483307101383,-1.3558428990558378,1.1546684252455002,-0.15705753623190197,0.875199503347304,Other Genes,True
CARNMT1,12,1,23,10,1.3146383722134554,0.9404562474640292,-0.5286220018517305,3.157898746278641,1.3978729746954421,0.16215121550811318,Other Genes,True
IGSF10,2,40,37,274,-0.7944009142651183,0.6745376282616876,-2.116470371875093,0.5276685433448567,-1.1776969600826028,0.2389174392582536,Other Genes,True
ZNF397,0,11,3,38,-0.7375989431307791,1.5487558985932681,-3.7731047252175527,2.2979068389559947,-0.4762525481263631,0.6338944668892563,Other Genes,True
CLK2,13,2,46,20,0.8673715271212806,0.7378075211212192,-0.5787046417990841,2.3134476960416452,1.175606784006712,0.23975204336737244,Other Genes,True
TRIML1,5,7,25,112,1.1741198411762548,0.6027073006982028,-0.007164761411575293,2.355404443764085,1.948076354502596,0.05140582763934751,Other Genes,True
ERLEC1,12,1,35,7,0.5656338602609857,0.9529790207997797,-1.3021706985288297,2.433438419050801,0.5935428250941791,0.5528179316735817,Other Genes,True
IL17RE,8,3,40,18,0.10377195297268856,0.6943390789927933,-1.257107634911898,1.4646515408572751,0.14945428841945627,0.8811951767384067,Other Genes,True
MAP7D2,14,1,49,21,1.434763806877337,0.8957375910483175,-0.32084961117603283,3.1903772249307067,1.601767996806046,0.10920692246582735,Other Genes,True
ANKMY2,9,1,29,16,1.2647968080590914,0.9308244680132822,-0.5595856251755973,3.08917924129378,1.3587919651044709,0.1742125201402419,Other Genes,True
CCDC30,46,2,67,11,1.1533810182098758,0.7233786787693092,-0.26441513936213923,2.571177175781891,1.5944360154105366,0.11083841116370413,Other Genes,True
TCERG1,26,4,68,199,2.842047827277641,0.5287429836443527,1.8057306222564589,3.8783650322988232,5.375102677843347,7.653905290195059e-08,Other Genes,True
PALM2-AKAP2,4,21,32,136,-0.1288910130680204,0.5539215542154295,-1.2145573095907132,0.9567752834546724,-0.23268820663709447,0.8160035276215254,Other Genes,True
CLIP4,17,7,58,20,-0.20130400770624468,0.5063108683161814,-1.1936550745871624,0.7910470591746729,-0.39758974239623507,0.6909326229089969,Other Genes,True
RBM33,10,6,153,26,-1.276982753773189,0.5416038738056707,-2.33850684031968,-0.21545866722669826,-2.3577799486555646,0.01838458733718023,Other Genes,True
SIGLEC10,16,4,204,38,-0.37062675005885704,0.5600823906823272,-1.4683680641713104,0.7271145640535962,-0.6617361235145002,0.5081403495703415,Other Genes,True
KIF19,17,3,198,25,-0.44267273552876424,0.6221821377273439,-1.6621273172984978,0.7767818462409692,-0.7114841598405944,0.4767842632167316,Other Genes,True
LMLN,14,1,51,17,1.1893026145781422,0.9012172417231367,-0.5770507214457337,2.955655950602018,1.319662518111819,0.18694771954197364,Other Genes,True
EGFLAM,39,1,238,33,1.3080116923015366,0.85207202791133,-0.3620187946386779,2.978042179241751,1.5350952143187284,0.12476044166747399,Other Genes,True
LANCL2,12,1,58,26,1.3283815149544569,0.8952633873990868,-0.4263024810250833,3.083065510933997,1.483788495823181,0.13786504003386535,Other Genes,True
NFIL3,0,10,0,48,1.5301885407799598,2.028757415744703,-2.446102927448211,5.506480009008131,0.7542491423097366,0.4506996343247073,Other Genes,True
ZNF544,0,28,0,111,1.3641205036255686,2.0109839206626483,-2.5773355543623757,5.305576561613513,0.6783348636502629,0.497559398273414,Other Genes,True
ARHGAP44,14,1,237,23,-0.04448366100621833,0.8845314588601114,-1.778133463564709,1.6891661415522725,-0.05029064886346051,0.9598907754679017,Other Genes,True
FAM134A,9,4,27,51,1.3746102048273858,0.6190852059359444,0.1612254978313723,2.587994911823399,2.2203893610237784,0.026392348614271244,Other Genes,True
DOCK5,33,1,240,3,-1.1238767903275915,0.9931715374534317,-3.0704572342065912,0.8227036535514081,-1.1316039052118811,0.25780099754051544,Other Genes,True
KRBA1,19,8,117,73,0.3611953747080076,0.43708716588379004,-0.49547972852890504,1.2178704779449203,0.8263692071069411,0.40859468560929835,Other Genes,True
NR2C1,15,3,48,9,-0.14219494390710938,0.6900087893225068,-1.4945873199953084,1.2101974321810898,-0.2060770038113937,0.8367307615342766,Other Genes,True
KIAA1468,22,1,66,26,1.787992986432578,0.8740048936663211,0.07497487253482915,3.5010111003303273,2.0457471112458103,0.04078125800925412,Other Genes,True
PHF20L1,40,1,87,8,0.964264236137031,0.9057779280505012,-0.8110278808332636,2.739556353107326,1.0645702509139403,0.2870704480998427,Other Genes,True
NDST4,19,26,100,64,-0.750222771119879,0.33833714703512263,-1.413351393940752,-0.08709414829900597,-2.21738221089273,0.026596984282334854,Other Genes,True
MTSS1L,10,2,59,155,2.3957539443570273,0.720052557869475,0.9844768639569133,3.8070310247571415,3.3271931585740013,0.0008772554218376486,Other Genes,True
DCAF12,8,4,28,15,0.026924703370592898,0.6629276954361277,-1.2723897040383554,1.326239110779541,0.04061484164254088,0.9676029520000979,Other Genes,True
DPY19L4,12,7,35,8,-0.9186409092191087,0.5992907526746677,-2.0932292007293585,0.255947382291141,-1.5328801672963643,0.1253053833135537,Other Genes,True
NMNAT3,8,2,11,21,1.8494813313865284,0.8069171013614946,0.26795287420854264,3.431009788564514,2.29203387592844,0.021903688466706407,Other Genes,True
TRIM15,10,6,53,45,0.31760375231683013,0.5382878968055271,-0.7374211387358162,1.3726286433694765,0.5900258099831922,0.5551733459445912,Other Genes,True
