gene,n_ptc_trig,n_ptc_evad,n_syn_trig,n_syn_evad,log_or,se,ci_lower,ci_upper,z,p_value,category,use_ai_filter
UBE2O,7,18,77,110,-0.5481301269435082,0.4575373066204494,-1.4448867695030487,0.3486265156160323,-1.1980009477089704,0.2309166480365743,Other Genes,False
IL18RAP,10,14,66,31,-1.069987794093272,0.45933347168529826,-1.9702648554902054,-0.16971073269633874,-2.3294357151188616,0.01983599486393777,Other Genes,False
PRICKLE2,9,10,40,109,0.8945391165870796,0.48407130802067544,-0.05422321308263922,1.8433014462567985,1.8479490557801712,0.06460971296189753,Other Genes,False
SOCS4,0,11,0,34,1.0986122886681098,2.0287784573445933,-2.877720420338023,5.074944997674243,0.5415141730684828,0.5881532313596507,Other Genes,False
ZDHHC15,2,8,35,6,-2.9215059512018944,0.836458144053957,-4.560933788122867,-1.2820781142809223,-3.492710271242739,0.0004781449834333476,Other Genes,False
MYCT1,0,13,0,46,1.236762627148927,2.023753801829205,-2.7297219380123243,5.203247192310179,0.6111230654791396,0.5411181109465448,Other Genes,False
SMAP1,15,1,48,8,0.5938772813698698,0.9324421758068889,-1.2336758008777977,2.4214303636175374,0.6369052116888193,0.524186587822308,Other Genes,False
ST6GAL2,2,16,24,231,0.35883710694322757,0.711155427149592,-1.0350019176801708,1.7526761315666262,0.5045832362996872,0.6138515864888203,Other Genes,False
THADA,32,12,130,42,-0.16635770580494055,0.3767777564864715,-0.9048285386942274,0.5721131270843463,-0.4415274069155772,0.6588312247545329,Other Genes,False
ZNF404,0,22,0,45,0.7041970167465302,2.01653724647537,-3.248143359828765,4.656537393321825,0.3492110140674911,0.7269308980602305,Other Genes,False
KRTAP2-4,0,13,0,40,1.0986122886681098,2.0245407953653998,-2.8694147554801495,5.066639332816369,0.5426476419655581,0.5873724299939074,Other Genes,False
VN1R2,0,14,0,107,2.0033421981411887,2.0194721693607898,-1.9547505215869316,5.961434917869309,0.9920127786535892,0.3211912918636126,Other Genes,False
BRINP1,11,23,95,210,0.07570601985484275,0.38043594893385385,-0.66993473847983,0.8213467781895154,0.19899807067918734,0.842264253788091,Other Genes,False
POSTN,29,1,114,6,0.11015250914490676,0.9290558379622372,-1.7107634728877585,1.931068491177572,0.1185639276391739,0.9056208452835823,Other Genes,False
PAPOLA,13,0,51,8,1.4943212218309094,1.48698978094194,-1.420125194194397,4.408767637856216,1.0049303909031073,0.3149303693280602,Other Genes,False
FAM83B,9,60,11,155,0.752947129819784,0.46387441557053405,-0.15623001804802883,1.6621242776875969,1.6231702041461158,0.10455302539784947,Other Genes,False
FAM98C,15,2,32,21,1.4113621378489711,0.7360686025829831,-0.03130581336440197,2.854030089062344,1.9174328763599946,0.055182960890859785,Other Genes,False
OR4D6,0,12,0,78,1.8373699804801074,2.0230518662414925,-2.127738816209761,5.802478777169975,0.908216942501651,0.36376361446999217,Other Genes,False
RAB11FIP5,1,20,4,187,1.1147416705979933,0.9710832662687069,-0.7885465572781918,3.0180298984741785,1.1479362371069166,0.2509948874004668,Other Genes,False
SSFA2,8,24,38,67,-0.497137597469665,0.44637677598972647,-1.3720200019446325,0.37774480700530244,-1.113717433814493,0.26540042771735606,Other Genes,False
INPP5J,5,11,60,118,-0.06532934759238901,0.5419801174789974,-1.1275908581880114,0.9969321630032333,-0.1205382734264613,0.9040567628447661,Other Genes,False
STON1,3,41,3,91,0.790645545044823,0.7787515128199586,-0.735679372988378,2.316970463078024,1.0152732059316258,0.30997561297435994,Other Genes,False
ZNF563,0,20,0,33,0.4911205526866582,2.0195621391959038,-3.4671485046779806,4.449389610051297,0.24318169921832647,0.8078646433030799,Other Genes,False
C9orf131,0,26,0,85,1.171371642950538,2.0123199933135267,-2.772703069313857,5.1154463552149325,0.5821000868861487,0.5604992666407342,Other Genes,False
TM9SF2,13,0,59,13,1.8125502388971289,1.4713785613625148,-1.071298748997758,4.696399226792016,1.231872127604391,0.21799685461937557,Other Genes,False
SH3D19,16,9,49,38,0.3007541540191337,0.46048372900336404,-0.6017773702941622,1.2032856783324295,0.653126560345711,0.51367469052793,Other Genes,False
ZNF480,0,30,8,60,-2.148296662632786,1.4720607561134376,-5.033482727669924,0.7368894024043517,-1.4593804323027804,0.1444604286556686,Other Genes,False
ISM2,8,2,84,61,0.9060610720714598,0.7387432171951108,-0.5418490274542082,2.3539711715971277,1.226489869526827,0.22001438525002914,Other Genes,False
KIAA1324,23,0,122,12,1.5677652160335325,1.4596973853492663,-1.2931890875783143,4.428719519645379,1.0740344072469572,0.282807260717576,Other Genes,False
PCDHGA6,1,44,7,326,0.3835028471101909,0.9085893997007963,-1.3972996530382378,2.16430534725862,0.4220859799118068,0.6729622609469637,Other Genes,False
SIX4,0,19,0,88,1.5125880864441827,2.0155846512390143,-2.437885237776011,5.463061410664376,0.7504463211279015,0.4529859417514017,Other Genes,False
ZNF560,16,41,27,134,0.6650451480392505,0.3584703987078764,-0.03754392295190079,1.3676342190304018,1.855230307541257,0.06356334547514189,Other Genes,False
ANKRD24,9,13,81,135,0.15697073323504995,0.4460798632754629,-0.7173297330134089,1.0312711994835086,0.3518893053868193,0.7249212799648265,Other Genes,False
DYNC1LI1,12,3,22,7,0.17435338714477774,0.7372191421090906,-1.2705695801025556,1.6192763543921112,0.2365014378845004,0.8130435916535554,Other Genes,False
MINK1,16,1,165,15,0.02976410190645386,0.8932139454674299,-1.7209030616986327,1.7804312655115404,0.033322477842503834,0.9734174289853462,Other Genes,False
PHKG1,7,9,24,22,-0.3215465864045373,0.5690845826440274,-1.436931872543839,0.7938386997347644,-0.565024244569406,0.572057273721333,Other Genes,False
TGFBR3,14,0,88,21,1.9523462131062073,1.458347208375497,-0.905961792264296,4.81065421847671,1.3387389518035233,0.1806556709263758,Other Genes,False
PASK,11,11,132,84,-0.44983111106314877,0.4396527411676275,-1.311534649456009,0.4118724273297114,-1.0231509301374753,0.30623648963151806,Other Genes,False
MAGEA6,0,11,0,71,1.8273504143307575,2.0250784023649913,-2.1417303201745375,5.796431148836053,0.9023603294552365,0.3668654873698697,Other Genes,False
CTIF,14,4,47,49,1.2113142111843036,0.576578174443474,0.08124175500324182,2.3413866673653656,2.10086726288849,0.03565261988431519,Other Genes,False
GALR1,0,11,2,99,0.5483726963612423,1.5801920051042568,-2.5487467223012343,3.6454921150237194,0.3470291550583197,0.7285694156859246,Other Genes,False
ZNF678,0,15,0,49,1.1611326456494435,2.021068566188262,-2.8000889543655565,5.122354245664443,0.5745142273126048,0.5656198757538562,Other Genes,False
PDCL,0,21,1,22,-1.0531499145913523,1.6606091469753164,-4.307884035060754,2.201584205878049,-0.6341949377489527,0.5259536108596253,Other Genes,False
C2CD5,38,0,81,9,2.194494200213362,1.464072102909918,-0.6750343922598967,5.064022792686621,1.4988976265934533,0.1339001922062199,Other Genes,False
PLXNC1,39,9,174,88,0.7460866836719829,0.38420008803353484,-0.0069316517308635195,1.4991050190748294,1.941922209051813,0.05214651833755698,Other Genes,False
SEZ6,13,8,81,35,-0.36844680181733397,0.48182993434656723,-1.3128161198099044,0.5759225161752366,-0.7646822572719614,0.4444607739599178,Other Genes,False
CLK3,5,12,33,20,-1.3121011047564886,0.5834804331695421,-2.4557017394526213,-0.16850047006035607,-2.248749109938415,0.024528462768002232,Other Genes,False
IL18R1,11,6,52,28,-0.04036422385536023,0.5430819587605069,-1.1047853036794208,1.0240568559687002,-0.07432436891751067,0.9407522870627447,Other Genes,False
ARMT1,1,12,5,23,-0.668011207288403,0.9854126242210469,-2.5993844606727574,1.2633620460959512,-0.6778999891709885,0.49783510685860455,Other Genes,False
FASTKD1,19,7,45,17,0.0,0.5135525910130955,-1.0065445825528954,1.0065445825528954,0.0,1.0,Other Genes,False
DSN1,8,7,26,14,-0.47783294061164183,0.5980650118965712,-1.6500188243424403,0.6943529431191567,-0.7989648802499715,0.4243107763408628,Other Genes,False
CCDC170,23,3,91,29,0.7722887437190438,0.6108148197588423,-0.4248863042316118,1.9694637916696993,1.26435822893746,0.20610147842059312,Other Genes,False
SNX11,7,6,13,14,0.21455980762281832,0.6559108769451385,-1.0710018882577363,1.500121503503373,0.3271173190816966,0.7435791530547653,Other Genes,False
SGSM2,14,0,124,11,0.9853371494509161,1.4710384656746969,-1.8978452631445504,3.8685195620463824,0.669824190490483,0.5029698708309958,Other Genes,False
KIAA0895L,6,6,18,28,0.43213335519032575,0.6299476811963096,-0.8025414120989609,1.6668081224796123,0.6859829285658735,0.49272387365113124,Other Genes,False
LMNTD1,12,1,42,9,0.622051258876215,0.9356597866351366,-1.2118082247110842,2.455910742463514,0.6648263265788784,0.5061615819476565,Other Genes,False
KCNK1,7,4,45,39,0.36941396971616214,0.634704681903151,-0.8745843476329652,1.6134122870652896,0.5820249641273809,0.5605498657419922,Other Genes,False
PSD2,9,4,87,60,0.37821897350344813,0.5961903028105751,-0.7902925479373079,1.546730494944204,0.634393031420402,0.5258243562439606,Other Genes,False
SPAG8,4,8,12,30,0.2560092725851138,0.6727972698307071,-1.062649145179949,1.5746676903501764,0.38051473165093586,0.7035633632359166,Other Genes,False
KLHDC1,7,3,28,2,-1.6714733033535532,0.924194426701365,-3.4828610944008713,0.13991448769376502,-1.8085732342266725,0.07051732985170805,Other Genes,False
TTBK1,9,25,66,220,0.21130909366720696,0.4050328203325001,-0.5825406467411758,1.0051588340755897,0.5217085704159451,0.6018732565297371,Other Genes,False
QSOX1,4,6,92,44,-1.0994442354715024,0.6398055149743135,-2.353440001931259,0.15455153098825436,-1.7184038113764026,0.08572298563702595,Other Genes,False
DENND6B,10,0,77,17,1.5564453822935902,1.4714904614666735,-1.327622925775314,4.440513690362494,1.057733925602372,0.2901767638190006,Other Genes,False
XPO4,43,0,68,18,3.1568451054706834,1.4462507043895143,0.322245812251551,5.991444398689816,2.1827786122346184,0.029052117455814312,Other Genes,False
ANKRD27,16,4,147,16,-0.8911848107430788,0.5917888174435983,-2.0510695793860805,0.26869995789992285,-1.5059169495510363,0.1320884948579176,Other Genes,False
ESPNL,7,8,101,146,0.24180348702127388,0.517357272561413,-0.7721981343389678,1.2558051083815156,0.46738201982571065,0.6402265842653931,Other Genes,False
TM4SF19,5,5,8,22,0.9734491457141037,0.7250709392220444,-0.4476637813977338,2.3945620728259414,1.3425571113890644,0.17941542575118075,Other Genes,False
TRIM22,6,20,32,67,-0.41773520069997866,0.49820747408592486,-1.3942039067370637,0.5587335053371063,-0.8384763826885758,0.40176320645603325,Other Genes,False
TTC39B,16,0,79,11,1.5630975751753984,1.4697418816572494,-1.3175435794429409,4.443738729793738,1.0635184277479275,0.2875469128584188,Other Genes,False
RBM48,7,7,10,22,0.7621400520468967,0.6374552583116766,-0.48724929599966627,2.0115294000934596,1.1955977178154469,0.23185358249407417,Other Genes,False
BMP10,1,13,7,95,0.34699864960820037,0.9405026731820361,-1.4963527171922353,2.190350016408636,0.36895020025215614,0.7121648444520947,Other Genes,False
POLDIP3,7,3,21,16,0.49744749781981457,0.725372530194421,-0.9242565367359435,1.9191515323755728,0.6857821010763726,0.49285052493490045,Other Genes,False
GOLGA8M,16,1,292,121,1.5193448689070626,0.8596057138981963,-0.16545137123824394,3.204141109052369,1.7674904253684378,0.0771461310974608,Other Genes,False
ZNF217,0,26,2,143,0.07975238977339888,1.5635550806324625,-2.9847592561108476,3.1442640356576455,0.051007086837733154,0.9593198734212167,Other Genes,False
RP11-364B14.3,0,12,0,72,1.7578579175523736,2.023312408761503,-2.2077615330931564,5.723477368197903,0.8688020248086069,0.38495542543435024,Other Genes,False
CBWD5,7,49,9,3,-2.885598479143507,0.7379111038223887,-4.3318776664275855,-1.4393192918594286,-3.9104960803490707,9.210675502486593e-05,Other Genes,False
USP4,17,3,121,5,-1.4857282581080775,0.7300039570784681,-2.9165097225535987,-0.0549467936625565,-2.0352331568914726,0.041827418290042474,Other Genes,False
OR2T12,0,11,0,256,3.1047816292416197,2.022586254580188,-0.8594145853613098,7.068977843844549,1.5350552403937177,0.12477025957520302,Other Genes,False
GOLGA5,21,9,44,17,-0.11652717171560414,0.48102968001665997,-1.0593280200430844,0.826273676611876,-0.2422452845561803,0.8085901077650164,Other Genes,False
DPY19L3,11,0,53,16,1.9591729429337237,1.4718200199515692,-0.9255412878963756,4.843887173763823,1.3311226348165797,0.18314866229898696,Other Genes,False
OR2T5,0,28,0,21,-0.2818511521409877,2.020296846308785,-4.241560208986059,3.6778579047040836,-0.13950977187137042,0.8890473346158556,Other Genes,False
INPP5B,13,6,80,17,-0.795168794952257,0.5454222633075517,-1.8641767874013806,0.2738391974968666,-1.4578957414209524,0.14486928264004426,Other Genes,False
ADRA1D,0,10,0,214,3.016934481204594,2.024821004410044,-0.9516417625793103,6.985510724988498,1.4899758915152177,0.1362305750565874,Other Genes,False
OR52A5,0,11,0,80,1.9459101490553132,2.0246922931615012,-2.0224138253170416,5.9142341234276685,0.9610893248459144,0.3365072567399757,Other Genes,False
EFCAB5,27,17,86,39,-0.3318586182877002,0.3610867525184419,-1.039575648518374,0.3758584119429736,-0.9190550912574702,0.3580667572650553,Other Genes,False
SCARA5,5,6,32,135,1.2606774663208977,0.61140300967063,0.06234958732706852,2.459005345314727,2.061941872023233,0.03921327043251658,Other Genes,False
LVRN,16,1,88,73,2.212178127003278,0.8672817330474836,0.5123371657807285,3.9120190882258274,2.550703010001205,0.010750589277525924,Other Genes,False
ASB3,10,4,36,8,-0.6099482367049713,0.6800769342933338,-1.9428745346363183,0.7229780612263756,-0.8968812290903043,0.3697822973778546,Other Genes,False
ADGRL4,25,4,97,16,-0.04189094170916014,0.5764550106983223,-1.1717220013855234,1.087940117967203,-0.07266992381315779,0.9420687825694528,Other Genes,False
PNMA2,0,13,0,54,1.3955110162248148,2.022973726455014,-2.5694446292977955,5.3604666617474255,0.6898315079307816,0.49030015198873833,Other Genes,False
EFCAB14,13,1,25,15,1.6993861490970399,0.9189518790706663,-0.10172643740687315,3.500498735600953,1.8492656555810352,0.06441946238520031,Other Genes,False
CCSER2,3,19,19,49,-0.7860932930693897,0.6391247205987329,-2.038754727072131,0.46656814093335164,-1.2299528835826854,0.21871474908683952,Other Genes,False
WDR44,10,7,35,38,0.41759778143358134,0.5317090074749172,-0.6245327234727946,1.4597282863399574,0.7853878259778795,0.43222621633242164,Other Genes,False
OR1J2,0,10,0,73,1.9459101490553132,2.0270282527421677,-2.0269922219644894,5.918812520075116,0.9599817597129602,0.3370643951440778,Other Genes,False
SLC4A5,11,2,172,6,-1.7525387560747736,0.8041142810786037,-3.3285737864431546,-0.1765037257063924,-2.179464781702415,0.029297158199578732,Other Genes,False
STRAP,15,5,29,3,-1.0955353631636304,0.7522944248427416,-2.5700053416256785,0.37893461529841765,-1.4562587824476294,0.1453210951144309,Other Genes,False
ZNF804A,6,90,9,250,0.6386194481141353,0.5235943577483055,-0.3876066355809241,1.6648455318091946,1.2196835941099329,0.22258484319025396,Other Genes,False
MARCH4,1,11,31,88,-1.0038669210787434,0.8925629698682763,-2.7532581959546745,0.7455243537971876,-1.1247015112299508,0.2607155411098395,Other Genes,False
GIGYF1,13,1,164,14,-0.2315373434426785,0.9032083288686742,-2.001793138561889,1.5387184516765315,-0.25634987637092954,0.797680687760888,Other Genes,False
SIGLEC11,18,0,124,42,2.536116272669833,1.4441660549718014,-0.2943971827701892,5.366629728109856,1.7561112615400403,0.07906941259637536,Other Genes,False
DNTTIP2,1,9,17,53,-0.7283459175258382,0.9207411528162013,-2.532965416129483,1.0762735810778064,-0.7910430801296343,0.4289188526751493,Other Genes,False
ZNF512B,9,10,95,66,-0.4620077583818587,0.47540514438347864,-1.3937847194385413,0.4697692026748238,-0.9718190134038324,0.33114059518269445,Other Genes,False
LTA4H,15,3,31,9,0.2893813082047408,0.6980255041094934,-1.0787235401402817,1.6574861565497632,0.4145712534872479,0.6784557957420809,Other Genes,False
FMNL2,82,0,142,11,2.5889505095610796,1.4512392213966627,-0.2554260973283289,5.433327116450489,1.7839584758944782,0.074430412792567,Other Genes,False
UGGT2,44,1,128,6,0.40589735363034707,0.9223702249056477,-1.401915067596832,2.2137097748575263,0.440059037759884,0.6598943486121107,Other Genes,False
HIVEP1,4,60,5,302,1.4087672169719492,0.6510569213088866,0.13271909932100345,2.684815334622895,2.1638157446199324,0.030478493293940666,Other Genes,False
LCORL,7,63,14,155,0.2363601968363789,0.4737908296263006,-0.6922527654365231,1.164973159109281,0.49887034964945703,0.6178707234016411,Other Genes,False
RAB22A,9,4,10,18,1.3136098767510225,0.6904907887938175,-0.03972720094151305,2.6669469544435582,1.9024292547706527,0.05711505946442093,Other Genes,False
FAM184B,19,14,125,73,-0.2387545362098752,0.3765914738683567,-0.9768602618767112,0.4993511894569608,-0.6339881616473757,0.5260885480174644,Other Genes,False
MIPOL1,17,3,28,8,0.3995999886557663,0.703982898214806,-0.9801811375773802,1.779381114888913,0.5676274092298141,0.5702879916296288,Other Genes,False
HSF2,7,4,30,12,-0.38117241553911985,0.6843554930015957,-1.7224845344444004,0.9601397033661607,-0.5569801359630953,0.5775410010781814,Other Genes,False
MARK1,30,8,86,35,0.38704880266063163,0.4360775754330376,-0.46764753965367073,1.241745144974934,0.8875686906768389,0.3747728014920596,Other Genes,False
PTPRG,33,7,119,56,0.7475666850695858,0.43503033857773404,-0.10507711072503867,1.6002104808642104,1.7184242540730426,0.08571925954138782,Other Genes,False
GRID1,19,7,214,69,-0.17147154076988888,0.45129356131682447,-1.0559906674056834,0.7130475858659056,-0.3799556551827462,0.7039783329309186,Other Genes,False
UGT1A7,2,22,17,71,-0.7897280085657258,0.7180343414999839,-2.197049457568628,0.6175934404371767,-1.099847128364324,0.27139873433035977,Other Genes,False
NSMCE4A,11,0,22,4,1.5260563034950492,1.534152270280169,-1.480826893054441,4.53293950004454,0.9947228401365652,0.31987108272417286,Other Genes,False
SEC14L4,10,3,59,19,-0.01694955831377332,0.6701053312155544,-1.330331873344544,1.2964327567169973,-0.02529387176046972,0.9798205619956354,Other Genes,False
FAM221A,9,1,15,9,1.356278465179625,0.9704169781534113,-0.5457038619872536,3.2582607923465035,1.3976244188971862,0.16222588154291762,Other Genes,False
TNN,39,9,322,60,-0.2484508978984504,0.3875684641512678,-1.0080711291784383,0.5111693333815375,-0.6410503456273989,0.5214899735193287,Other Genes,False
HTR1F,0,23,0,63,0.9940394847485327,2.014522579418117,-2.954352216953707,4.942431186450772,0.4934367551420819,0.621704017199602,Other Genes,False
CLSTN2,27,5,217,42,-0.023256862164267235,0.4962952055943613,-0.995977590829117,0.9494638665005825,-0.0468609446597714,0.9626240555242831,Other Genes,False
MYNN,3,10,21,32,-0.685425134466035,0.6769292722497591,-2.012182128156472,0.6413318592244018,-1.0125505906814167,0.3112748704057784,Other Genes,False
ANXA10,9,6,26,12,-0.37192646697901727,0.6138771544840991,-1.5751035806997824,0.831250646741748,-0.6058646494046246,0.5446046354279829,Other Genes,False
PUS10,17,0,57,6,1.3753652905877003,1.4927760432619612,-1.5504219911899495,4.30115257236535,0.9213473761156435,0.3568690938154304,Other Genes,False
PKD2L2,13,5,39,14,-0.10421042927458891,0.5917552102261862,-1.264029328981842,1.0556084704326643,-0.1761039488520205,0.8602122786753135,Other Genes,False
CCDC187,9,12,101,215,0.4784652653602002,0.44694042765586073,-0.3975218760802164,1.3544524068006167,1.0705347642630647,0.28437866955563196,Other Genes,False
PTPRA,13,0,106,12,1.1534205251631047,1.4708717637631012,-1.7294351576894802,4.036276208015689,0.7841747687182298,0.4329375679836023,Other Genes,False
PODN,2,8,50,86,-0.6856043539655962,0.7409519098181526,-2.1378434114853455,0.7666347035541531,-0.9253020943476075,0.354808789653979,Other Genes,False
FOXN4,5,5,162,30,-1.6729513181564262,0.6344896335135125,-2.916528148406929,-0.4293744879059236,-2.6366881817948533,0.008371974965478193,Other Genes,False
SKIL,13,11,18,41,0.9682653452275529,0.48906138204669897,0.009722650186639203,1.9268080402684666,1.979844209279841,0.04772103700744151,Other Genes,False
RICTOR,25,7,94,44,0.47066478629461317,0.4534346042178665,-0.4180507073165789,1.3593802799058052,1.037999265862091,0.29927039687210344,Other Genes,False
ZNF630,0,20,1,56,-0.08479653666007693,1.653222994491606,-3.3250540642770847,3.1554609909569304,-0.05129165087989434,0.9590931209817095,Other Genes,False
ST6GALNAC3,5,12,3,58,1.9952832336726125,0.7514163191111068,0.5225343108191867,3.4680321565260384,2.655363189387405,0.007922306167889063,Other Genes,False
CPB1,11,2,44,28,1.0804712015974596,0.7379133764539952,-0.36581243996271784,2.526754843157637,1.4642249836825134,0.14313248605580586,Other Genes,False
ITGAD,19,2,221,26,-0.0691541227974678,0.7025187349992065,-1.446065541860551,1.3077572962656152,-0.09843740722095605,0.9215849722384643,Other Genes,False
LRFN2,0,14,0,293,3.0077289898416226,2.018012059494921,-0.9475019671359237,6.9629599468191685,1.4904415341276074,0.13610817852069018,Other Genes,False
CD226,6,4,35,5,-1.4970598241176274,0.7655426650233578,-2.9974958761922195,0.0033762279569646836,-1.9555537431371641,0.050517746513081996,Other Genes,False
ZNF264,0,23,1,71,0.014084739881739023,1.6502138867862075,-3.220275045007086,3.248444524770564,0.008535099598009722,0.9931900584876187,Other Genes,False
FAIM2,8,3,33,20,0.39618264231424455,0.6942568534853292,-0.9645357865371018,1.7569010711655908,0.5706571571102489,0.5682320656849699,Other Genes,False
MKNK2,8,2,50,24,0.5004752128914828,0.760437614503755,-0.9899551240254304,1.9909055498083958,0.6581410537116604,0.5104474979185277,Other Genes,False
OR4A47,0,14,0,88,1.8088539025873551,2.0199665720673763,-2.150207828639534,5.767915633814244,0.895487047954485,0.3705267864313355,Other Genes,False
NUMA1,14,24,103,122,-0.35598505084479465,0.35722114274900674,-1.0561256251490894,0.3441555234595,-0.9965397011646632,0.31898798716673504,Other Genes,False
SLC39A10,12,13,42,34,-0.2855057930291854,0.4545206189879143,-1.1763498364763496,0.605338250417979,-0.6281470655059039,0.5299076033623982,Other Genes,False
HEATR5B,30,5,154,10,-0.9758402477993817,0.5624194646449959,-2.078162142707872,0.12648164710910859,-1.7350755248404153,0.08272742880650152,Other Genes,False
CEP72,9,1,60,26,1.0203280584537116,0.9089524735858536,-0.7611860534331563,2.8018421703405796,1.1225318023817865,0.2616363935158028,Other Genes,False
GCFC2,22,4,45,12,0.3174542307854511,0.6071611718849359,-0.8725597989201566,1.5074682604910588,0.5228500198718444,0.6010786278284671,Other Genes,False
L1TD1,0,36,0,115,1.1519582693734025,2.0089935960405603,-2.7855968240377056,5.089513362784511,0.5734006676993635,0.5663734383278067,Other Genes,False
CAPN13,27,2,101,19,0.7482509398862297,0.7053353134463467,-0.6341808714928799,2.1306827512653395,1.0608442901152821,0.28876067047273424,Other Genes,False
ZNF354C,0,22,3,65,-0.8773753156244815,1.5314783399484462,-3.8790177050266252,2.1242670737776623,-0.5728943679699814,0.5667162181920979,Other Genes,False
HHIP,14,2,79,13,-0.015209418663528795,0.7453980196295498,-1.4761626912849266,1.445743853957869,-0.020404425908037184,0.9837207532223214,Other Genes,False
C11orf63,10,11,64,84,0.17911453235567462,0.45774754229033837,-0.7180541645451138,1.076283229256463,0.3912954539514852,0.6955788587625735,Other Genes,False
MYO1F,21,0,222,16,1.1596333949938025,1.4531386962487474,-1.6884661141952315,4.007732904182836,0.7980197609404912,0.424859022736946,Other Genes,False
NECTIN2,5,5,73,22,-1.1837700970084166,0.6493737369632983,-2.4565192339626676,0.08897903994583434,-1.8229411348604043,0.0683123068871108,Other Genes,False
PCDHB14,0,28,0,253,2.185459735756633,2.0097344333204297,-1.7535473720414236,6.12446684355469,1.0874370760249525,0.27684369317664215,Other Genes,False
ARHGAP23,10,16,122,131,-0.3810893021100197,0.41426076798065353,-1.1930254875600044,0.4308468833399649,-0.9199261227841324,0.3576113667496742,Other Genes,False
CDH7,19,12,134,71,-0.18718092808048611,0.39077232438593124,-0.9530806100319145,0.5787187538709422,-0.47900251988066606,0.6319368359964442,Other Genes,False
RARG,19,0,45,75,4.169981976427721,1.4444739895105954,1.3388649803820662,7.001098972473375,2.886851550605324,0.003891177741834805,Other Genes,False
EPHB1,16,9,189,69,-0.4509936896516949,0.43073745201028407,-1.2952235823844016,0.39323620308101176,-1.0470268780828633,0.2950871818511005,Other Genes,False
PCTP,6,4,15,19,0.5972992217698175,0.7013319872804074,-0.7772862145056841,1.9718846580453193,0.851664023034222,0.39440059412881157,Other Genes,False
TTC37,28,1,82,6,0.40344286272739666,0.9315158355778382,-1.4222946260339009,2.229180351488694,0.43310360094644323,0.6649395068604809,Other Genes,False
COL22A1,61,13,422,127,0.31827440716934063,0.31708711395439504,-0.3032049161430216,0.9397537304817029,1.0037443754813586,0.3155018418725025,Other Genes,False
CHFR,12,2,103,16,-0.22677331936478848,0.7418004424067519,-1.680675470197901,1.227128831468324,-0.30570663806700954,0.7598280186904698,Other Genes,False
ABI1,12,0,23,16,2.8652357846246224,1.4775517764516484,-0.030712482513785666,5.76118405176303,1.9391779227564583,0.0524796769047952,Other Genes,False
ZNF41,0,15,4,64,-0.7713993774596936,1.5173141491541797,-3.7452804630349212,2.2024817081155343,-0.508397933209617,0.6111743019341627,Other Genes,False
MSANTD2,3,8,1,41,2.4329251241275855,1.046004013733528,0.3827949295255304,4.48305531872964,2.3259233159571595,0.020022641943701153,Other Genes,False
TCEA1,10,1,15,6,1.076872302031704,0.9900843624576512,-0.8636573900415931,3.017401994105001,1.087657115761956,0.2767465061280536,Other Genes,False
FOXK1,11,5,104,47,-0.050858417233490966,0.5471715573078432,-1.1232949629215578,1.021578128454576,-0.09294784524934217,0.9259449952255129,Other Genes,False
KDM1B,19,2,68,14,0.5014386378538951,0.7313317364024454,-0.9319452262460384,1.9348225019538285,0.6856514122039383,0.4929329528694174,Other Genes,False
DNAJC14,1,13,16,33,-1.4890395194117336,0.9117003606533552,-3.275939390984488,0.2978603521610208,-1.6332553804680274,0.10241529682495952,Other Genes,False
PIK3AP1,15,2,88,36,0.9388590006256079,0.7093749532754025,-0.45149035932896453,2.3292083605801803,1.3235017620661782,0.18566857069978782,Other Genes,False
ATP13A5,38,4,172,28,0.3460876953206549,0.5376625976797802,-0.7077116319659631,1.3998870226072728,0.6436893635788611,0.5197768885483272,Other Genes,False
SUPT20HL2,0,12,0,93,2.012232791986386,2.022546708277902,-1.9518859132883408,5.9763514972611125,0.9949005299856349,0.3197846450942482,Other Genes,False
DDX46,17,0,76,5,0.9228054128953488,1.5006774917969135,-2.018468423436504,3.864079249227202,0.6149258704416098,0.5386036769817172,Other Genes,False
PIWIL2,14,1,70,12,0.5387994758083967,0.9109426881374956,-1.246615384921197,2.3242143365379904,0.5914746150606036,0.5542024589367283,Other Genes,False
SLC6A15,18,9,60,35,0.1333682649223583,0.4516803644759562,-0.7519089819744407,1.0186455118191573,0.29527133657247506,0.7677866109844348,Other Genes,False
SMYD3,13,1,46,17,1.2199731456723772,0.9052010683973389,-0.5541883471535851,2.9941346384983394,1.3477371915085596,0.17774292552870952,Other Genes,False
OR2T3,0,10,0,184,2.866274206317104,2.025008185030035,-1.1026689047405864,6.835217317374795,1.4154383313144936,0.15694001760000367,Other Genes,False
ZNF552,0,10,0,45,1.466337068793427,2.029092436833797,-2.51061102870343,5.443285166290284,0.7226566134569524,0.4698908772166741,Other Genes,False
CLIP2,8,11,88,120,0.006366329043892137,0.47349949395710067,-0.9216756258099662,0.9344082838977504,0.013445271061829118,0.9892725490146507,Other Genes,False
LAMC1,31,4,178,33,0.2728669866666403,0.5379788482210701,-0.7815521802909973,1.3272861536242777,0.5072076487187687,0.61200912882898,Other Genes,False
C2orf40,6,7,10,30,0.9232505828092149,0.6443636144782572,-0.33967889451622135,2.1861800601346513,1.432809926048933,0.15191216389942377,Other Genes,False
